FID,ID,SPP_COM,SPP_BOT,DBH,AREA,PLANTDATE,CENSUSTRAC,ARPA,ADDRESS,STREET,X,Y,LATITUDE,LONGITUDE,x2,y2
4659,51784,Stump - Do not grind,Stump - Do not grind,6,Westcott,To Be Determined,46,No,857,Westmoreland Ave,945696.199999996,1107265.62000001,43.0379730203,-76.1139408506,-8472965.39198494,5317754.82743825
4660,51785,"Maple, Silver",Acer saccharinum,39,Brighton,To Be Determined,59,Yes,132,Calthrop Ave W,938086.28,1099295.25,43.0162176316567,-76.1425617117274,-8476151.45252365,5314441.97285146
4661,51786,"honeylocust, thornless",Gleditsia triacanthos inermis,22,Brighton,To Be Determined,59,Yes,194,Calthrop Ave W,937416.24,1099300.93,43.0162428371688,-76.1450669562152,-8476430.33515465,5314445.81038706
4662,51787,Needs Approval,Planting Site - Needs Approval,0,Eastwood,N/A,19,No,1321,Sunnycrest Rd,950091.74,1116189.81,43.0623897761164,-76.0973064250851,-8471113.65581767,5321474.34727635
4663,51788,"Lilac, Tree",Syringa reticulata 'Ivory Silk',1,Eastwood,Fall 2016,18,No,2334,James St,945680.47,1118363.65,43.0684230688921,-76.1137674323414,-8472946.08740639,5322393.65537302
4664,51789,"Maple, Boxelder",Acer negundo,4,Franklin Square,To Be Determined,1,No,311,Genant Dr,934626.34,1114283.5,43.0573905285918,-76.1552130369406,-8477559.79240463,5320712.66736802
4665,51790,"Maple, Red",Acer rubrum,5,Eastwood,To Be Determined,19,No,205,Burns Ave,951559.995773625,1117799.42163466,43.0667825998911,-76.0917770883356,-8470498.13270413,5322143.68410948
4666,51791,"Pear, Callery",Pyrus calleryana,4,Eastwood,To Be Determined,17.02,No,1370,Burnet Ave,944126.92,1113392.54,43.0548074872555,-76.1196840271835,-8473604.71983012,5320319.14273917
4667,51792,"Cedar, White arbor",Thuja occidentalis,6,Meadowbrook,To Be Determined,46,No,122,Lockwood Rd,951994.9,1107411.52,43.038274274212,-76.090377934736,-8470342.37934874,5317800.70999516
4668,51793,"Maple, Red",Acer rubrum,25,Meadowbrook,To Be Determined,46,No,206,Lockwood Rd,952199.51,1107425.74,43.0383099906968,-76.0896122939758,-8470257.14858194,5317806.14980623
4669,51794,Douglas Fir,Pseudotsuga menziesii,7,Meadowbrook,To Be Determined,46,No,202,Lockwood Rd,952076.42,1107415.89,43.0382849504341,-76.0900729193967,-8470308.4251856,5317802.33604085
4670,51795,Stump - Do not grind,Stump - Do not grind,4,Eastwood,To Be Determined,17.02,No,1414,Burnet Ave,944354.44,1113485.46,43.0550589812249,-76.1188308497168,-8473509.74452038,5320357.45697631
4671,51796,"Cherry, Ornamental",Prunus spp.,3,Westcott,To Be Determined,45,Yes,1106,Westmoreland Ave,945765.16,1105193.76,43.0322873553558,-76.1137262595367,-8472941.50376634,5316888.91572366
4672,51797,"Maple, Norway",Acer platanoides,4,Eastwood,To Be Determined,18,No,420,Stafford Ave,946134.74,1115604.49,43.0608457552179,-76.1121254177147,-8472763.29905161,5321239.09532425
4673,51798,"honeylocust, thornless",Gleditsia triacanthos inermis,26,University Neighborhood,To Be Determined,44,Yes,720,Sumner Ave,942522.53,1107052.17,43.0374354440091,-76.1258160685727,-8474287.33563008,5317672.95248546
4674,51799,Needs Approval,Planting Site - Needs Approval,0,University Neighborhood,N/A,44,Yes,728,Sumner Ave,942529.52,1106959.14,43.0371800907403,-76.1257918196954,-8474284.63625439,5317634.06147888
4675,51800,"Linden, Littleleaf",Tilia cordata,28,University Neighborhood,To Be Determined,44,Yes,732,Sumner Ave,942531.07,1106916.18,43.0370621971282,-76.1257868978748,-8474284.08835866,5317616.10601142
4676,51801,"Redbud, Eastern",Cercis canadensis,3,Franklin Square,To Be Determined,1,No,311,Genant Dr,934621.78,1114294.12,43.0574197307916,-76.1552298960171,-8477561.6691493,5320717.11640086
4677,51802,"Catalpa, Speciosa",Catalpa speciosa,2,Franklin Square,To Be Determined,1,No,311,Genant Dr,934612.84,1114313.55,43.0574731665196,-76.1552629752709,-8477565.35151662,5320725.25748168
4678,51803,"Crabapple, Spp.",Malus spp.,6,South Valley,To Be Determined,61.03,Yes,100,Longmeadow Dr,937385.560000001,1089981.86999998,42.9906741177,-76.145363342,-8476463.32846702,5310553.77013748
4679,51804,"Cherry, Ornamental",Prunus spp.,6,South Valley,To Be Determined,61.03,Yes,100,Longmeadow Dr,937377.550000007,1089989.47,42.9906950848,-76.1453931319,-8476466.64465845,5310556.96105927
4680,51805,"Yew, Spp.",Taxus spp.,1,Franklin Square,To Be Determined,1,No,431,Division St W,934373.739999998,1114917.26,43.0591329243393,-76.1561460989702,-8477663.66044285,5320978.12970561
4681,51806,"honeylocust, thornless",Gleditsia triacanthos inermis,23,Brighton,To Be Determined,59,Yes,194,Calthrop Ave W,937416.24,1099367.11,43.0164244180423,-76.1450656648861,-8476430.19140602,5314473.45620687
4682,51807,"Coffeetree, Kentucky",Gymnocladus dioicus,13,Southside,To Be Determined,53,Yes,226,Kirk Ave,935975.039999997,1103901.36999998,43.028885763,-76.1503670813895,-8477020.34268677,5316370.90033691
4683,51808,"Linden, Littleleaf",Tilia cordata,20,Southside,To Be Determined,53,Yes,254,Kirk Ave,935717.350000008,1103809.42999998,43.0286371454,-76.1513325815,-8477127.82170062,5316333.04046499
4684,51809,"Maple, Norway",Acer platanoides,20,Southside,To Be Determined,53,Yes,262,Kirk Ave,935646.459999998,1103784.36000001,43.0285693603,-76.1515981830067,-8477157.38833353,5316322.71806718
4685,51810,"Maple, Norway",Acer platanoides,12,Southside,To Be Determined,53,Yes,262,Kirk Ave,935602.649999999,1103768.96999999,43.0285277521,-76.1517623224,-8477175.66025109,5316316.3819278
4686,51811,"Maple, Silver",Acer saccharinum,30,Eastwood,To Be Determined,17.02,No,712,Hixson Ave,944059.08,1115044.69,43.0593415412624,-76.1199037112524,-8473629.17499474,5321009.9142233
4687,51812,"Maple, Sugar",Acer saccharum,10,Eastwood,To Be Determined,10,Yes,129,Norwood Ave,946777.83,1118863.39,43.0697772832477,-76.109650259608,-8472487.76569739,5322600.01292582
4688,51813,"Maple, Norway",Acer platanoides,8,Westcott,To Be Determined,46,No,883,Westmoreland Ave,945709.340000012,1107106.34999997,43.0375358264,-76.1138950327,-8472960.291563,5317688.24111491
4689,51814,"honeylocust, thornless",Gleditsia triacanthos inermis,6,Southside,To Be Determined,53,Yes,416,Raynor Ave E,937326.87,1106177.62,43.035111952106,-76.1452669785447,-8476452.60170384,5317319.08410707
4690,51815,"honeylocust, thornless",Gleditsia triacanthos inermis,10,Southside,To Be Determined,42,Yes,520,Almond St,938050.98,1107419.28,43.0385083351863,-76.1425342348328,-8476148.39399555,5317836.35843458
4691,51816,"Spruce, Blue",Picea pungens,9,Outer Comstock,To Be Determined,56.01,No,200,Roe Ave,942807.279999998,1100436.69999998,43.0192801241,-76.1248860959474,-8474183.81136547,5314908.25041074
4692,51817,"Maple, Norway",Acer platanoides,21,Eastwood,To Be Determined,19,No,443,Boston St,952012.7,1116062.5,43.0620097224339,-76.0901212042549,-8470313.80043185,5321416.44060144
4693,51818,"maple, Amur",Acer tataricum ginnala,5,Southside,Fall 2005,54,Yes,1813,State St S,937726.000000004,1103250.36999999,43.0270746304,-76.1438314404,-8476292.79821364,5316095.10181117
4694,51819,"Serviceberry, Allegheny",Amelanchier laevis,1,Southside,Spring 2022,54,Yes,1801,State St S,937697.96846785,1103334.2809864,43.0273052625568,-76.1439346298177,-8476304.28520863,5316130.22193694
4695,51820,"Maple, Red",Acer rubrum,9,Outer Comstock,To Be Determined,56.01,No,204,Roe Ave,942858.639999997,1100270.66,43.0188237851967,-76.1246974368145,-8474162.80991625,5314838.76940078
4696,51821,"Cedar, White arbor",Thuja occidentalis,4,North Valley,To Be Determined,61.01,Yes,122,Florence Ave W,937730.56,1095997.73,43.007175194764,-76.1439562885805,-8476306.69608324,5313065.35920952
4697,51822,"hornbeam, American",Carpinus caroliniana,1,Westcott,Spring 2016,35,Yes,1900,Genesee St E,943806.362949,1110077.83598,43.045717730274,-76.1209516959716,-8473745.83604351,5318934.45531037
4698,51823,"Maple, Silver",Acer saccharinum,37,Southwest,To Be Determined,39,Yes,123,White St,933126.87,1106752.5,43.0367483237634,-76.1609652785027,-8478200.12903987,5317568.30232917
4699,51824,"Cedar, White arbor",Thuja occidentalis,2,Outer Comstock,To Be Determined,55,Yes,828,Jamesville Ave,941154.930000019,1100302.58999997,43.0189367441,-76.1310674145,-8474871.91281923,5314855.96814841
4700,51825,"Maple, Red",Acer rubrum,12,University Neighborhood,To Be Determined,56.01,No,429,Buckingham Ave,943918.16,1103160.33000001,43.0267363152,-76.1206760848,-8473715.15497968,5316043.58435988
4701,51826,"Ash, Green",Fraxinus pennsylvanica,16,University Neighborhood,To Be Determined,56.01,No,405,Buckingham Ave,943897.750000004,1103454.69999998,43.027544295,-76.120746348,-8473722.97665743,5316166.62151833
4702,51827,Needs Approval,Planting Site - Needs Approval,0,North Valley,N/A,60,No,212,Mains Ave,934175.78,1095667.28,43.0063187683667,-76.1572523460673,-8477786.80690319,5312934.98793805
4703,51828,"Linden, Littleleaf",Tilia cordata,22,North Valley,To Be Determined,60,No,318,Mains Ave,934301.87,1095340.65,43.0054208209375,-76.1567871568935,-8477735.02225699,5312798.29808279
4704,51829,"Linden, Littleleaf",Tilia cordata,23,North Valley,To Be Determined,60,No,408,Mains Ave,934330.13,1095265.65,43.0052146457665,-76.1566829319873,-8477723.41998803,5312766.91339353
4705,51830,"Spruce, White",Picea glauca,8,South Valley,To Be Determined,60,No,303,Kramer Dr,934773.64,1093786.81,43.0011508823904,-76.1550530776516,-8477541.98534068,5312148.33493687
4706,51831,"Spruce, White",Picea glauca,9,South Valley,To Be Determined,60,No,303,Kramer Dr,934779.65,1093795.81,43.0011754921012,-76.1550304395143,-8477539.46527415,5312152.08085805
4707,51832,"Maple, Norway",Acer platanoides,15,South Valley,To Be Determined,60,No,120,Riverdale Dr,934759.84,1093941.05,43.0015742719151,-76.1551017257454,-8477547.400827,5312212.7805894
4708,51833,DNP no room,Planting site - DNP no room,0,North Valley,To Be Determined,61.01,Yes,122,Seneca Dr,938716.61,1095151.1,43.0048380463649,-76.1402865727529,-8475898.18503443,5312709.58651723
4709,51834,Ginkgo,Ginkgo biloba,16,University Neighborhood,To Be Determined,56.01,No,349,Buckingham Ave,943873.129999992,1103817.94999999,43.0285413262,-76.1208309388,-8473732.39327138,5316318.44919257
4710,51835,Tulip Tree,Liriodendron tulipifera,25,Eastwood,To Be Determined,17.02,No,128,Sunstruck Dr,943775.37,1115020.31,43.0592789434428,-76.1209657773032,-8473747.4036844,5321000.3769758
4711,51836,Blackgum / Sourgum,Nyssa sylvatica,3,University Neighborhood,Spring 2017,56.01,No,359,Buckingham Ave,943883.209999998,1103677.22999998,43.0281550765,-76.1207961402091,-8473728.5195025,5316259.63088937
4712,51837,Needs Approval,Planting Site - Needs Approval,0,Eastwood,N/A,17.02,No,136,Sunstruck Dr,943772.9,1115050.2,43.0593609903535,-76.1209744031342,-8473748.36390851,5321012.87743159
4713,51838,Needs Approval,Planting Site - Needs Approval,0,Salt Springs,N/A,36.01,Yes,259,Bruce St,946299.42,1111207.7,43.0487796946665,-76.1116016926916,-8472704.99812872,5319400.87655505
4714,51839,DNP no room,Planting site - DNP no room,0,Meadowbrook,To Be Determined,46,No,105,Hillsboro Pkwy,951400.829999997,1108623.10999997,43.0416080762,-76.0925735149193,-8470586.79032364,5318308.47900797
4715,51840,"Pine, Austrian",Pinus nigra,23,Meadowbrook,To Be Determined,46,No,120,Enfield Pl,951197.049999986,1107899.42999999,43.0396257739,-76.0933515805,-8470673.40420087,5318006.55261171
4716,51841,"honeylocust, thornless",Gleditsia triacanthos inermis,11,Salt Springs,To Be Determined,36.02,No,132,Polk St,951369.04,1112994.98,43.0536037163209,-76.0925968162115,-8470589.38431292,5320135.75476542
4717,51842,"honeylocust, thornless",Gleditsia triacanthos inermis,10,Salt Springs,To Be Determined,36.02,No,132,Polk St,951335.92,1112994.47,43.0536028483171,-76.0927207410791,-8470603.17957053,5320135.62253016
4718,51843,Basswood / Linden,Tilia americana,16,Meadowbrook,To Be Determined,46,No,105,Hillsboro Pkwy,951390.240000012,1108613.19000001,43.0415810285,-76.0926133451,-8470591.22419801,5318304.35927451
4719,51844,Basswood / Linden,Tilia americana,14,Meadowbrook,To Be Determined,46,No,105,Hillsboro Pkwy,951365.110000008,1108613.84999998,43.0415832423,-76.0927073326,-8470601.68684078,5318304.69647645
4720,51845,"magnolia, star",Magnolia stellata,5,Meadowbrook,To Be Determined,46,No,105,Dewitt Rd,953938.95,1107830.02,43.0393909636971,-76.0830970429,-8469531.8739244,5317970.78915332
4721,51846,"serviceberry, spp.",Amelanchier spp.,4,Westcott,To Be Determined,45,Yes,160,Miles Ave,945003.8,1105715.57,43.033730706508,-76.1165629518956,-8473257.28302941,5317108.72666699
4722,51847,"Sweetgum, American",Liquidambar styraciflua,3,Meadowbrook,Fall 2018,46,No,105,Hillsboro Pkwy,951318.491874992,1108650.5925,43.0416848005,-76.0928809105,-8470621.00945675,5318320.16516007
4723,51848,"Walnut, Black",Juglans nigra,34,South Valley,To Be Determined,60,No,2341,Valley Dr,935519.38,1090106.87,42.9910435641169,-76.15233591896,-8477239.51243643,5310609.99526008
4724,51849,"Maple, Red",Acer rubrum,14,South Valley,To Be Determined,61.03,Yes,105,Warrington Rd E,938043.46,1091327.26,42.9943561002627,-76.1428780386298,-8476186.66570175,5311114.13736479
4725,51850,"Maple, Red",Acer rubrum,13,South Valley,To Be Determined,61.03,Yes,105,Warrington Rd E,938018.23,1091326.63,42.9943547345603,-76.1429723553304,-8476197.16499221,5311113.9295094
4726,51851,"Maple, Norway",Acer platanoides,17,South Valley,To Be Determined,61.03,Yes,105,Warrington Rd E,937937.48,1091320.95,42.9943403108829,-76.1432742928081,-8476230.77652922,5311111.73427799
4727,51852,"Ash, Green",Fraxinus pennsylvanica,13,South Valley,To Be Determined,61.03,Yes,150,Warrington Rd E,938385.23,1091319.59,42.9943301326467,-76.1416007261682,-8476044.47588278,5311110.18519929
4728,51853,"Cedar, White arbor",Thuja occidentalis,1,Meadowbrook,To Be Determined,46,No,3100,Genesee St E,949664.18,1108876.25,43.0423302918343,-76.0990642168259,-8471309.33219437,5318418.48275504
4729,51854,"Maple, Norway",Acer platanoides,18,South Valley,To Be Determined,61.03,Yes,154,Warrington Rd E,938419.07,1091320.97,42.994333430799,-76.141474212417,-8476030.39243189,5311110.68716633
4730,51855,"Crabapple, Spp.",Malus spp.,15,Meadowbrook,To Be Determined,46,No,311,Hurlburt Rd,949310.84,1107534.71,43.0386550755535,-76.1004148156742,-8471459.68018826,5317858.70812081
4731,51856,"Maple, Norway",Acer platanoides,23,University Neighborhood,To Be Determined,45,Yes,140,Buckingham Ave,943691.61,1105217.39,43.0323837484667,-76.1214810070701,-8473804.75859278,5316903.59542289
4732,51857,Needs Approval,Planting Site - Needs Approval,0,Salt Springs,N/A,36.02,No,207,Delray Ave,949457.08,1111657.77,43.0499652532229,-76.0997789696716,-8471388.89820687,5319581.47597671
4733,51858,"Oak, Swamp White",Quercus bicolor,6,Meadowbrook,To Be Determined,46,No,204,Bradford Pkwy,947785.95,1107818.63,43.0394579972279,-76.1061125599632,-8472093.9503929,5317980.99875522
4734,51859,"Zelkova, Sawtooth",Zelkova serrata,4,Meadowbrook,To Be Determined,46,No,101,Chennault Dr,946486.8,1106397.56,43.0355791402341,-76.1110019448247,-8472638.2343694,5317390.23608295
4735,51860,"Zelkova, Sawtooth",Zelkova serrata,4,Meadowbrook,To Be Determined,46,No,101,Chennault Dr,946473.28,1106373.98,43.0355146520007,-76.1110530094307,-8472643.91885663,5317380.41462876
4736,51861,"Hawthorn, Spp.",Crataegus spp.,2,Westcott,To Be Determined,45,Yes,203,Jerome St,944940.26,1105710.23,43.0337170240272,-76.1168007127594,-8473283.75045615,5317106.64290768
4737,51862,Ginkgo,Ginkgo biloba,6,Westcott,To Be Determined,45,Yes,257,Roosevelt Ave,944788.31,1105770.85,43.0338856638231,-76.1173677718964,-8473346.87521234,5317132.32574242
4738,51863,"Crabapple, Spp.",Malus spp.,13,Meadowbrook,To Be Determined,46,No,307,Hurlburt Rd,949302.52,1107643.15,43.0389527352556,-76.1004436030575,-8471462.88478863,5317904.04361917
4739,51864,"Ash, Green",Fraxinus pennsylvanica,16,Salt Springs,To Be Determined,36.02,No,2620,Erie Blvd E,949551.19,1113197.52,43.054188388813,-76.099393675727,-8471346.00750266,5320224.82603853
4740,51865,"Ash, Green",Fraxinus pennsylvanica,16,Salt Springs,To Be Determined,36.02,No,2620,Erie Blvd E,949589.12,1113207.36,43.0542147866981,-76.0992515522504,-8471330.18638473,5320228.84761744
4741,51866,"honeylocust, thornless",Gleditsia triacanthos inermis,15,Salt Springs,To Be Determined,36.02,No,2628,Erie Blvd E,949662.63,1113230.3,43.0542765636318,-76.0989760268328,-8471299.51502614,5320238.25901468
4742,51867,"Ash, Green",Fraxinus pennsylvanica,11,Salt Springs,To Be Determined,36.02,No,2636,Erie Blvd E,949711.33,1113238.73,43.054298921771,-76.0987936385359,-8471279.21164743,5320241.66516473
4743,51868,"Linden, Littleleaf",Tilia cordata,23,Meadowbrook,To Be Determined,46,No,1118,Meadowbrook Dr,946850.06,1106889.21,43.0369224743389,-76.109632878235,-8472485.83053577,5317594.82605447
4744,51869,"Linden, Littleleaf",Tilia cordata,21,Meadowbrook,To Be Determined,46,No,1126,Meadowbrook Dr,946896.82,1106967.69,43.037137077345,-76.1094563224404,-8472466.17643007,5317627.51053688
4745,51870,"Ash, Green",Fraxinus pennsylvanica,18,Salt Springs,To Be Determined,36.02,No,2636,Erie Blvd E,949730.53,1113240.13,43.0543024587925,-76.0987217733771,-8471271.21165199,5320242.20401254
4746,51871,"Hawthorn, Spp.",Crataegus spp.,2,Lakefront,To Be Determined,1,No,920,Spencer St,929274.43,1114418.05,43.0578328578274,-76.1752354351751,-8479788.67630455,5320780.05750889
4747,51872,"honeylocust, thornless",Gleditsia triacanthos inermis,11,Salt Springs,To Be Determined,36.02,No,2740,Erie Blvd E,950372.17,1113334.74,43.0545518499207,-76.0963190867582,-8471003.74571667,5320280.19758516
4748,51873,"Crabapple, Spp.",Malus spp.,10,Southwest,To Be Determined,42,Yes,317,Taylor St W,935237.98,1107531.34,43.0388558404532,-76.1530540262191,-8477319.45219724,5317889.2855651
4749,51874,"Crabapple, Spp.",Malus spp.,7,Southwest,To Be Determined,42,Yes,317,Taylor St W,935230.66,1107517.26,43.038817311609,-76.1530816765401,-8477322.53021757,5317883.41736955
4750,51875,"Crabapple, Spp.",Malus spp.,10,Southwest,To Be Determined,42,Yes,317,Taylor St W,935223.34,1107527.4,43.0388452360081,-76.1531088625446,-8477325.55655096,5317887.67043792
4751,51876,"Crabapple, Spp.",Malus spp.,9,Southwest,To Be Determined,42,Yes,317,Taylor St W,935194.64,1107525.71,43.0388410026021,-76.1532162470267,-8477337.51054066,5317887.02566172
4752,51877,"Crabapple, Spp.",Malus spp.,6,Southwest,To Be Determined,42,Yes,317,Taylor St W,935187.32,1107509.95,43.038797864244,-76.1532439294342,-8477340.5921328,5317880.45540885
4753,51878,"Crabapple, Spp.",Malus spp.,8,Southwest,To Be Determined,42,Yes,317,Taylor St W,935168.18,1107519.52,43.0388243908079,-76.1533153390167,-8477348.54141395,5317884.4955762
